Class,Gender,Age,Institute,Department,Students ID,Academic year,Nationality,psychological factor,Teachers factor,eco_status of fam,Family size,Family satisfaction,Accomodation,Institutional factor,Father education,Mother education,Father job,Mother job,Location_student,No of absence,Credit hour,CGPA,Grade
Medium,M,25,college of social science,Logistics and Supply Chain Management,RBE/048/10,2012,Ethiopian,Medium,<=5,poor,>3,no,dormatory,sometimes,secondary,primary,farmer,house wife,rural,Above-7,181  ,2.78 ,Medium
Medium,M,25,college of business& Economics,Accounting and Finance,RBE/046/10,2012,Ethiopian,Medium,>=6,poor,>3,no,dormatory,sometimes,secondary,secodary,farmer,house wife,rural,Above-7,181  ,3.17 ,Medium
Medium,M,25,college of business& Economics,Finance and Development Economics,RBE/031/09,2012,Ethiopian,Medium,<=5,poor,<=3,no,dormatory,sometimes,primary,secodary,farmer,house wife,rural,Above-7,181  ,3.30 ,Medium
Medium,M,25,college of social science,History and Heritage Management,RSSH/024/10,2012,Ethiopian,Medium,<=5,low_middle class,>3,no,dormatory,sometimes,primary,secodary,farmer,house wife,urban,Above-7,181  ,2.62 ,Medium
Medium,M,25,College of health & medicine,Medical Laboratory Science,RMHS/012/10,2012,Ethiopian,Medium,<=5,poor,>3,no,dormatory,sometimes,degree,primary,civil servant,house wife,urban,Above-7,181  ,3.16 ,Medium
High,M,25,college of business& Economics,Cooperative Accounting and Auditing,RBE/039/11,2012,Ethiopian,High,<=5,poor,>3,no,dormatory,sometimes,primary,secodary,farmer,house wife,urban,Above-7,181  ,3.63 ,High
High,M,25,college of business& Economics,Cooperative Accounting and Auditing,RBE/039/11,2012,Ethiopian,High,<=5,low_middle class,>3,no,dormatory,Medium,primary,secodary,farmer,house wife,urban,Above-7,180  ,3.63 ,High
Medium,M,25,college of business& Economics,Marketing Management,RBE/040/11,2012,Ethiopian,Medium,<=5,poor,>3,no,dormatory,always,primary,secodary,farmer,house wife,urban,Above-7,181  ,2.63 ,Medium
Medium,M,25,College of health & medicine,Radiology,RMHS/082/08,2012,Ethiopian,Medium,>=6,poor,>3,no,dormatory,always,college,secodary,civil servant,house wife,rural,Under-7,254  ,3.05 ,Medium
Low,M,25,college of business& Economics,Management,RBE/047/10,2012,Ethiopian,Low,<=5,low_middle class,>3,no,dormatory,always,primary,secodary,civil servant,house wife,rural,Under-7,181  ,2.28 ,Low
Low,M,25,college of business& Economics,Accounting and Finance,RBE/030/09,2012,Ethiopian,Low,<=5,low_middle class,>3,no,dormatory,never,primary,primary,farmer,house wife,rural,Under-7,254  ,2.31 ,Low
Medium,M,25,AUWT,Water Resources and Irrigation Engineering,RAMIT/046/08,2012,Ethiopian,Medium,>=6,poor,<=3,no,dormatory,always,primary,high school,farmer,house wife,rural,Under-7,181  ,2.70 ,Medium
Medium,M,25,AMIT,Information Technology,RAMIT/2104/08,2012,Ethiopian,Medium,<=5,poor,<=3,no,dormatory,sometimes,secondary,college,farmer,civil servant,rural,Under-7,181  ,2.67 ,Medium
High,M,25,College of health & medicine,Public Health,RMHS/T/0001/11,2012,Ethiopian,High,<=5,poor,>3,no,dormatory,sometimes,primary,primary,farmer,house wife,rural,Under-7,181  ,3.79 ,High
Medium,M,25,AUWT,Hydraulic and Water Resources Engineering,RAMIT/045/07,2012,Ethiopian,Medium,<=5,poor,>3,no,dormatory,sometimes,primary,primary,farmer,house wife,rural,Above-7,254  ,3.12 ,Medium
Medium,M,25,College of Natural science,Sport Science,RNS/026/10,2012,Ethiopian,Medium,<=5,poor,>3,no,dormatory,sometimes,primary,primary,farmer,house wife,rural,Above-7,180  ,3.44 ,Medium
Medium,M,25,College of health & medicine,Nursing,RMHS/169/08,2012,Ethiopian,Medium,<=5,poor,>3,yes,dormatory,sometimes,primary,primary,farmer,house wife,urban,Above-7,181  ,2.91 ,Medium
Medium,M,25,SPEDA,Psychology,RSSH/023/09,2012,Ethiopian,Medium,<=5,poor,>3,yes,dormatory,sometimes,primary,primary,farmer,house wife,urban,Above-7,181  ,3.26 ,Medium
Low,M,25,AMIT,Software Engineering,RAMIT/050/09,2012,Ethiopian,Low,>=6,low_middle class,>3,yes,dormatory,sometimes,degree,secodary,civil servant,house wife,rural,Under-7,254  ,2.43 ,Low
Low,M,25,AMIT,Civil Engineering,RAMIT/046/07,2012,Ethiopian,Low,<=5,low_middle class,>3,yes,dormatory,sometimes,degree,secodary,civil servant,house wife,rural,Under-7,181  ,2.32 ,Low
Medium,M,25,College of Natural science,Physics,RNS/030/11,2012,Ethiopian,Medium,<=5,low_middle class,>3,yes,dormatory,sometimes,degree,secodary,merchant,house wife,rural,Under-7,181  ,3.14 ,Medium
Low,F,25,College of Natural science,Bio-technology,RNS/027/10,2012,Ethiopian,Low,>=6,low_middle class,<=3,yes,dormatory,sometimes,degree,secodary,civil servant,house wife,urban,Under-7,254  ,2.43 ,Low
Medium,M,25,AUWT,Water Supply and Environmental Engineering,RAMIT/047/07,2012,Somalian,Medium,<=5,poor,>3,yes,dormatory,sometimes,primary,secodary,farmer,house wife,urban,Under-7,254  ,3.04 ,Medium
Low,M,25,college of agriculture,Horticulture,RAS/013/09,2012,Ethiopian,Low,<=5,poor,<=3,yes,dormatory,sometimes,primary,secodary,farmer,house wife,urban,Under-7,181  ,2.22 ,Low
Medium,M,25,AMIT,Mechanical Engineering,RAMIT/049/07,2012,Ethiopian,Medium,<=5,poor,>3,yes,dormatory,sometimes,primary,secodary,farmer,house wife,rural,Under-7,181  ,3.03 ,Medium
Low,M,25,AMIT,Civil Engineering,RAMIT/054/06,2012,Ethiopian,Low,<=5,poor,>3,yes,dormatory,always,primary,secodary,farmer,house wife,rural,Under-7,254  ,2.39 ,Low
High,M,25,College of health & medicine,Midwifery,RMHS/032/08,2012,Ethiopian,High,<=5,poor,>3,yes,dormatory,always,phd,primary,merchant,civil servant,rural,Above-7,181  ,3.67 ,High
Medium,M,25,AMIT,Electrical and Computer Engineering,RAMIT/050/07,2012,Ethiopian,Medium,<=5,mid_middle class,>3,yes,dormatory,always,degree,secodary,civil servant,house wife,rural,Above-7,181  ,2.75 ,Medium
Medium,M,25,SPEDA,Sociology and Social Anthropology,RSSH/028/11,2012,Ethiopian,Medium,>=6,mid_middle class,>3,yes,dormatory,sometimes,primary,secodary,farmer,house wife,rural,Under-7,181  ,3.08 ,Medium
Low,M,25,AUWT,Water Supply and Environmental Engineering,RAMIT/051/08,2012,Ethiopian,Low,<=5,mid_middle class,>3,yes,dormatory,sometimes,primary,secodary,farmer,house wife,rural,Under-7,181  ,2.47 ,Low
Medium,M,25,school of low,Law,RLS/003/09,2012,Ethiopian,Medium,<=5,poor,>3,yes,dormatory,sometimes,primary,secodary,farmer,house wife,rural,Under-7,181  ,3.18 ,Medium
Medium,M,25,AUWT,Water Resources and Irrigation Engineering,RAMIT/052/08,2012,Ethiopian,Medium,>=6,mid_middle class,>3,yes,dormatory,never,primary,secodary,farmer,house wife,rural,Under-7,181  ,2.81 ,Medium
Low,M,25,college of social science,Geography and Environmental Studies,RSSH/027/11,2011,Ethiopian,Low,<=5,mid_middle class,>3,no,dormatory,sometimes,secondary,secodary,farmer,house wife,urban,Above-7,181  ,2.16 ,Low
Medium,M,25,AMIT,Electrical and Computer Engineering,RAMIT/054/08,2008,Ethiopian,Medium,<=5,poor,>3,no,dormatory,always,secondary,secodary,farmer,house wife,urban,Above-7,181  ,2.81 ,Medium
High,M,25,College of health & medicine,Nursing,RMHS/015/10,2012,Ethiopian,High,<=5,poor,>3,no,dormatory,always,secondary,secodary,farmer,house wife,urban,Under-7,181  ,3.93 ,High
Medium,M,25,AMIT,Architecture and Urban Planning,RAMIT/056/09,2013,Ethiopian,Medium,<=5,mid_middle class,<=3,no,dormatory,always,degree,secodary,farmer,house wife,urban,Under-7,180  ,3.18 ,Medium
Medium,M,21,AMIT,Civil Engineering,RAMIT/051/07,2012,Ethiopian,Medium,<=5,mid_middle class,>3,no,dormatory,always,secondary,secodary,farmer,house wife,rural,Under-7,181  ,2.97 ,Medium
Medium,M,23,college of agriculture,Forestry,RAS/011/10,2010,Ethiopian,Medium,<=5,poor,>3,no,dormatory,always,secondary,secodary,farmer,house wife,rural,Under-7,254  ,2.66 ,Medium
High,M,23,college of business& Economics,Management,RBE/033/09,2009,Ethiopian,High,>=6,mid_middle class,>3,no,dormatory,sometimes,secondary,secodary,farmer,house wife,rural,Under-7,181  ,3.81 ,High
Medium,M,23,college of social science,Geography and Environmental Studies,RSSH/025/10,2010,Ethiopian,Medium,<=5,mid_middle class,>3,no,dormatory,sometimes,secondary,primary,farmer,house wife,rural,Under-7,181  ,2.64 ,Medium
Medium,M,23,AMIT,Production Engineering,RAMIT/057/09,2009,Ethiopian,Medium,<=5,mid_middle class,>3,no,dormatory,sometimes,secondary,secodary,farmer,house wife,rural,Above-7,181  ,3.10 ,Medium
Medium,M,23,college of business& Economics,Economics,RBE/041/11,2011,Ethiopian,Medium,>=6,mid_middle class,>3,no,dormatory,sometimes,primary,secodary,farmer,house wife,rural,Above-7,181  ,2.86 ,Medium
Medium,M,23,AMIT,Production Engineering,RAMIT/056/08,2012,Ethiopian,Medium,<=5,poor,>3,no,dormatory,sometimes,primary,secodary,farmer,house wife,rural,Under-7,254  ,2.75 ,Medium
Medium,M,23,AMIT,Electrical and Computer Engineering,RAMIT/059/09,2013,Ethiopian,Medium,<=5,mid_middle class,>3,no,dormatory,sometimes,degree,primary,civil servant,house wife,rural,Under-7,181  ,3.05 ,Medium
Medium,M,23,AMIT,Production Engineering,RAMIT/057/08,2014,Ethiopian,Medium,<=5,mid_middle class,>3,no,dormatory,sometimes,primary,secodary,farmer,house wife,rural,Under-7,181  ,2.68 ,Medium
Medium,M,23,AUWT,Hydraulic and Water Resources Engineering,RAMIT/060/09,2010,Ethiopian,Medium,<=5,mid_middle class,>3,yes,dormatory,sometimes,secondary,secodary,farmer,house wife,rural,Under-7,180  ,2.90 ,Medium
Medium,M,23,AUWT,Water Supply and Environmental Engineering,RAMIT/052/07,2009,Ethiopian,Medium,<=5,mid_middle class,<=3,yes,dormatory,sometimes,primary,secodary,farmer,house wife,urban,Under-7,181  ,2.86 ,Medium
Medium,M,23,AMIT,Architecture and Urban Planning,RAMIT/053/07,2008,Ethiopian,Medium,<=5,poor,<=3,yes,dormatory,sometimes,college,secodary,civil servant,house wife,urban,Under-7,181  ,2.52 ,Medium
Medium,M,23,AMIT,Architecture and Urban Planning,RAMIT/054/07,2008,Ethiopian,Medium,>=6,poor,>3,yes,dormatory,sometimes,secondary,high school,merchant,house wife,urban,Above-7,181  ,3.45 ,Medium
Medium,M,23,college of agriculture,Tourism and Hotel Management,RBE/044/11,2007,Ethiopian,Medium,<=5,poor,>3,yes,dormatory,sometimes,secondary,high school,merchant,house wife,urban,Above-7,181  ,3.23 ,Medium
Medium,M,23,AUWT,Water Resources and Irrigation Engineering,RAMIT/059/08,2006,Ethiopian,Medium,<=5,poor,>3,yes,dormatory,sometimes,secondary,high school,merchant,house wife,urban,Under-7,181  ,3.36 ,Medium
Medium,M,23,AMIT,Architecture and Urban Planning,RAMIT/055/07,2005,Ethiopian,Medium,>=6,poor,>3,yes,dormatory,always,secondary,high school,merchant,house wife,urban,Under-7,181  ,2.80 ,Medium
Medium,M,23,AMIT,Architecture and Urban Planning,RAMIT/061/08,2009,Ethiopian,Medium,<=5,mid_middle class,>3,no,dormatory,always,secondary,high school,merchant,house wife,urban,Above-7,181  ,2.98 ,Medium
Medium,M,23,school of low,Law,RSSH/T/0004/10,2010,Ethiopian,Medium,<=5,poor,>3,no,dormatory,always,secondary,high school,merchant,house wife,urban,Above-7,181  ,2.96 ,Medium
Medium,M,23,AMIT,Computer Science,RAMIT/2262/08,2012,Ethiopian,Medium,<=5,mid_middle class,>3,no,dormatory,always,secondary,high school,merchant,house wife,rural,Above-7,254  ,2.72 ,Medium
Medium,M,23,college of agriculture,Agricultural Economics,RAS/028/11,2011,Ethiopian,Medium,<=5,low_middle class,>3,no,dormatory,sometimes,secondary,high school,merchant,house wife,rural,Above-7,254  ,2.79 ,Medium
Medium,M,23,AMIT,Computer Science,RAMIT/1737/09,2011,Ethiopian,Medium,<=5,low_middle class,<=3,no,dormatory,sometimes,secondary,high school,merchant,house wife,rural,Under-7,254  ,2.65 ,Medium
Low,F,23,SPEDA,Sociology and Social Anthropology,RSSH/029/11,2013,Ethiopian,Low,<=5,mid_middle class,>3,no,dormatory,sometimes,secondary,high school,merchant,house wife,rural,Under-7,181  ,2.27 ,Low
Low,F,23,college of business& Economics,Accounting and Finance,RBE/035/09,2013,Ethiopian,Low,>=6,poor,<=3,no,dormatory,always,secondary,high school,merchant,house wife,rural,Under-7,181  ,2.40 ,Low
Medium,M,23,AMIT,Architecture and Urban Planning,RAMIT/056/07,2013,Ethiopian,Medium,<=5,poor,>3,no,dormatory,sometimes,secondary,high school,merchant,house wife,urban,Under-7,181  ,3.00 ,Medium
Medium,M,23,college of business& Economics,Economics,RBE/050/10,2013,Ethiopian,Medium,<=5,poor,>3,no,dormatory,always,secondary,high school,merchant,house wife,rural,Above-7,181  ,3.03 ,Medium
Low,M,23,college of business& Economics,Management,RBE/046/11,2013,Ethiopian,Low,>=6,low_middle class,>3,no,dormatory,never,secondary,high school,merchant,house wife,rural,Above-7,181  ,2.36 ,Low
Medium,M,23,AUWT,Hydraulic and Water Resources Engineering,RAMIT/057/07,2013,Ethiopian,Medium,<=5,poor,>3,no,dormatory,never,secondary,high school,merchant,house wife,rural,Under-7,181  ,2.75 ,Medium
Medium,M,23,College of Natural science,Industrial Chemistry,RNS/028/10,2013,Ethiopian,Medium,<=5,poor,>3,no,dormatory,sometimes,secondary,high school,merchant,house wife,rural,Under-7,181  ,3.49 ,Medium
Medium,M,23,AMIT,Software Engineering,RAMIT/1739/09,2013,Ethiopian,Medium,<=5,poor,>3,no,dormatory,sometimes,secondary,high school,merchant,house wife,rural,Under-7,181  ,3.21 ,Medium
Medium,M,23,AMIT,Electrical and Computer Engineering,RAMIT/058/07,2013,Ethiopian,Medium,>=6,poor,>3,yes,dormatory,sometimes,secondary,high school,merchant,house wife,rural,Under-7,254  ,2.59 ,Medium
Medium,M,23,AUWT,Hydraulic and Water Resources Engineering,RAMIT/059/07,2013,Ethiopian,Medium,<=5,poor,<=3,no,dormatory,sometimes,secondary,high school,merchant,house wife,rural,Under-7,181  ,2.74 ,Medium
Medium,M,23,AMIT,Electrical and Computer Engineering,RAMIT/063/08,2013,Ethiopian,Medium,>=6,poor,>3,no,dormatory,always,secondary,high school,merchant,house wife,urban,Under-7,181  ,2.68 ,Medium
Medium,F,23,AMIT,Computer Science,RAMIT/1553/10,2013,Ethiopian,Medium,<=5,poor,>3,no,dormatory,sometimes,secondary,high school,merchant,house wife,rural,Above-7,181  ,2.99 ,Medium
Medium,M,23,AMIT,Surveying Engineering,RAMIT/064/09,2013,Ethiopian,Medium,<=5,poor,>3,yes,dormatory,sometimes,secondary,high school,merchant,house wife,rural,Above-7,254  ,3.21 ,Medium
Medium,M,23,AUWT,Hydraulic and Water Resources Engineering,RAMIT/060/07,2013,Ethiopian,Medium,>=6,poor,>3,yes,dormatory,sometimes,secondary,high school,merchant,house wife,rural,Above-7,181  ,2.65 ,Medium
High,M,23,AMIT,Architecture and Urban Planning,RAMIT/065/09,2013,Ethiopian,High,<=5,poor,>3,yes,dormatory,sometimes,secondary,high school,merchant,house wife,urban,Above-7,181  ,3.57 ,High
High,M,23,College of health & medicine,Midwifery,RMHS/193/08,2013,Ethiopian,High,<=5,poor,>3,yes,dormatory,sometimes,secondary,high school,merchant,house wife,rural,Under-7,181  ,3.56 ,High
Medium,M,23,College of health & medicine,MEDICINE,RMHS/017/06,2012,Ethiopian,Medium,<=5,poor,>3,yes,dormatory,sometimes,secondary,high school,merchant,house wife,rural,Under-7,181  ,3.20 ,Medium
Medium,M,23,AMIT,Electrical and Computer Engineering,RAMIT/064/08,2012,Ethiopian,Medium,<=5,low_middle class,>3,yes,dormatory,sometimes,secondary,high school,merchant,house wife,rural,Under-7,181  ,3.26 ,Medium
High,M,23,AMIT,Software Engineering,RAMIT/066/09,2012,Ethiopian,High,<=5,low_middle class,<=3,yes,dormatory,never,secondary,high school,merchant,house wife,rural,Under-7,181  ,3.60 ,High
Medium,M,23,College of health & medicine,Anesthesia,RMHS/T/0005/10,2012,Ethiopian,Medium,<=5,low_middle class,<=3,yes,dormatory,never,secondary,high school,merchant,house wife,rural,Under-7,181  ,2.56 ,Medium
Medium,M,23,AMIT,Architecture and Urban Planning,RAMIT/065/08,2012,Ethiopian,Medium,>=6,poor,>3,yes,dormatory,never,secondary,high school,merchant,house wife,rural,Under-7,181  ,3.04 ,Medium
Medium,M,23,AMIT,Civil Engineering,RAMIT/061/07,2012,Ethiopian,Medium,<=5,poor,>3,no,dormatory,sometimes,secondary,high school,merchant,house wife,urban,Above-7,181  ,3.20 ,Medium
Medium,M,23,AMIT,Mechanical Engineering,RAMIT/062/07,2012,Ethiopian,Medium,<=5,poor,>3,no,dormatory,sometimes,secondary,high school,merchant,house wife,urban,Above-7,181  ,2.86 ,Medium
Medium,M,23,AUWT,Water Resources and Irrigation Engineering,RAMIT/066/08,2012,Ethiopian,Medium,>=6,poor,>3,no,dormatory,always,secondary,high school,merchant,house wife,urban,Under-7,254  ,3.33 ,Medium
Medium,M,23,AUWT,Water Resources and Irrigation Engineering,RAMIT/063/07,2012,Ethiopian,Medium,<=5,low_middle class,>3,no,dormatory,always,secondary,high school,merchant,house wife,rural,Under-7,181  ,2.83 ,Medium
Medium,M,23,AMIT,Architecture and Urban Planning,RAMIT/067/08,2012,Ethiopian,Medium,<=5,low_middle class,>3,no,dormatory,sometimes,primary,secodary,farmer,house wife,urban,Under-7,181  ,2.72 ,Medium
Low,M,23,AMIT,Civil Engineering,RAMIT/068/09,2012,Ethiopian,Low,<=5,low_middle class,>3,no,dormatory,sometimes,primary,secodary,farmer,house wife,urban,Under-7,181  ,2.49 ,Low
Medium,M,23,AMIT,Civil Engineering,RAMIT/069/09,2012,Ethiopian,Medium,<=5,low_middle class,>3,no,dormatory,sometimes,primary,secodary,farmer,house wife,urban,Under-7,181  ,2.84 ,Medium
Medium,F,23,AUWT,Water Supply and Environmental Engineering,RAMIT/064/07,2012,Ethiopian,Medium,<=5,mid_middle class,<=3,no,dormatory,sometimes,primary,secodary,farmer,house wife,urban,Under-7,181  ,3.11 ,Medium
Medium,M,23,college of social science,Sociology and Social Anthropology,RSSH/030/11,2012,Ethiopian,Medium,<=5,poor,>3,yes,dormatory,sometimes,primary,secodary,farmer,house wife,urban,Above-7,181  ,2.61 ,Medium
High,M,23,AUWT,Water Resources and Irrigation Engineering,RAMIT/071/09,2012,Ethiopian,High,>=6,mid_middle class,<=3,yes,dormatory,sometimes,primary,secodary,farmer,house wife,urban,Above-7,181  ,3.63 ,High
Medium,M,23,AMIT,Architecture and Urban Planning,RAMIT/072/09,2012,Ethiopian,Medium,<=5,mid_middle class,>3,yes,dormatory,sometimes,primary,secodary,farmer,house wife,urban,Above-7,181  ,3.34 ,Medium
High,M,23,college of social science,Geography and Environmental Studies,RSSH/024/09,2012,Ethiopian,High,<=5,mid_middle class,>3,no,dormatory,sometimes,primary,secodary,farmer,house wife,rural,Above-7,254  ,3.53 ,High
Medium,M,23,AUWT,Water Supply and Environmental Engineering,RAMIT/065/07,2012,Ethiopian,Medium,>=6,poor,>3,no,dormatory,sometimes,primary,secodary,farmer,house wife,rural,Under-7,181  ,3.13 ,Medium
Medium,M,23,AMIT,Civil Engineering,RAMIT/074/09,2012,Ethiopian,Medium,<=5,mid_middle class,>3,yes,dormatory,sometimes,primary,secodary,farmer,house wife,rural,Under-7,181  ,2.81 ,Medium
High,M,23,AMIT,Electrical and Computer Engineering,RAMIT/075/09,2012,Ethiopian,High,<=5,low_middle class,>3,yes,dormatory,never,secondary,primary,farmer,house wife,rural,Under-7,180  ,3.51 ,High
